Epoch,PSNR
1,27.852570247967833
2,30.315480640944514
3,30.991317272484515
4,31.548719765788338
5,31.788421112113934
6,32.20394469138894
7,31.8532771403864
8,32.35878033056544
9,31.647777303096177
10,32.529378974403656
11,32.67337516769905
12,32.838549611934596
13,32.93526431408956
14,32.99206926770544
15,32.98612022982513
16,33.01089145429668
17,32.97542891079791
18,33.067101433578316
19,33.03128871274889
20,33.07122722498445
21,33.126564681773665
22,33.14225346719562
23,33.1800554303684
24,33.18018569280143
25,33.173607965052064
26,33.14535660454365
27,33.1561952067971
28,33.161579833551144
29,33.18467652111647
30,33.175507818502275
31,33.20160702353668
32,33.217675019668846
33,33.19871754012449
34,33.21198116424986
35,33.2056941997266
36,33.219695999205136
37,33.206379723764044
38,33.228658901461806
39,33.22292625161388
40,33.2224436689174
41,33.233028141806244
42,33.22808940742101
43,33.23743666513133
44,33.244408995279834
45,33.22474819824617
46,33.247841341783314
47,33.231219184259885
48,33.25090423681128
49,33.23183813402752
50,33.22073014709426
51,33.25906598975777
52,33.26286326190457
53,33.26093086295274
54,33.269943819524755
55,33.25797185012183
56,33.24367483103322
57,33.26875538478071
58,33.2633210480451
59,33.26124262094827
60,33.24847953811603
61,33.26654465208079
62,33.26629212456095
63,33.26445731502388
64,33.270582666871675
65,33.263432858855126
66,33.26034187456999
67,33.26670583749402
68,33.27049157408871
69,33.26037207668263
70,33.26687689630926
71,33.267753495417374
72,33.267010542744366
73,33.26879821520167
74,33.271483694037826
75,33.27000314851177
76,33.270000908669424
77,33.27944779619969
78,33.275524516677805
79,33.27715860405231
80,33.27737385313115
81,33.2731350222452
82,33.27603978694845
83,33.26979029532468
84,33.27485008233729
85,33.27520546867071
86,33.274493184533036
87,33.27877278694402
88,33.27436776587449
89,33.273920254116106
90,33.27509892974386
91,33.275496744165075
92,33.27561127328141
93,33.27619224047775
94,33.2797392751586
95,33.274661489753896
96,33.27647224351669
97,33.27667920526154
98,33.27921718001722
99,33.27803673019012
100,33.27656123385067
