Epoch,PSNR
1,27.758240064729733
2,30.422123603208103
3,31.22765466267139
4,31.590141266788578
5,31.76232200638366
6,32.26437174967065
7,32.30634280875453
8,32.365081688320195
9,32.313771138423775
10,32.76305911309912
11,32.994571453204316
12,32.97178235001705
13,32.99278290540023
14,33.11703034436927
15,32.93189703486124
16,33.11154497891167
17,33.07904710820738
18,33.12766515445087
19,32.9289046712948
20,33.06680666474911
21,33.19040123485406
22,33.250217400965326
23,33.259287414108385
24,33.224192705517666
25,33.25307831532223
26,33.30083193975118
27,33.25813383678984
28,33.257944570883346
29,33.25644874295042
30,33.265843766510855
31,33.32653807001435
32,33.330252864537634
33,33.334111156780615
34,33.30274075339305
35,33.327972680543894
36,33.34165043061711
37,33.34606832383163
38,33.323984561742456
39,33.35099582198711
40,33.34577509369618
41,33.36732034689469
42,33.34963007408646
43,33.34802289908062
44,33.35067089701387
45,33.35137173827116
46,33.36930366442
47,33.37116679946251
48,33.37265669443194
49,33.36139860953718
50,33.35003680370785
51,33.369828069523614
52,33.37560420530215
53,33.36349357935936
54,33.38409214805467
55,33.37303930705535
56,33.370069064252064
57,33.371673790259386
58,33.35654403203625
59,33.38393661774072
60,33.386564829238644
61,33.390550108772445
62,33.38902239102998
63,33.37723705658003
64,33.37124002415521
65,33.385126891187305
66,33.38657451587875
67,33.38801275549854
68,33.381001886734545
69,33.39305963401385
70,33.38983429942239
71,33.38805842280745
72,33.388480162333366
73,33.38767681785869
74,33.38349523321311
75,33.3896609771354
76,33.39235696463698
77,33.38568907081067
78,33.389048423024356
79,33.382182350098084
80,33.38747070902599
81,33.389498429913886
82,33.39069503235337
83,33.387784468828194
84,33.38753571127759
85,33.392898114084936
86,33.392033513242694
87,33.39246888678222
88,33.3938321466109
89,33.38829497303443
90,33.39305305498465
91,33.389726821823515
92,33.39022044400714
93,33.39264037255005
94,33.391042467996684
95,33.392270296240895
96,33.39290861812288
97,33.391330540547955
98,33.39313803947873
99,33.392286400341746
100,33.39215616144076
